Work Order,Activity Code,Name,Scion,Rootstock,Bin Number,Piece Row Position,Internal ID,Tray Type,Scion Material Type,Budwood Source,Rootstock Material Type,Rootstock Source,Label Color,Quantity,Crop,Scion Patent,Rootstock Patent,Lot Number,Labels Needed,Scion Label Color,Rootstock Label Color,Last Updated,SCRIPT_VERSION
WO196,Field Planting - 40mm,Prune | Denny Prune | Krymsk® 86 | Field Tree |,Denny Prune,Krymsk® 86,Block #30 - Row #218,,27459,Field Tree,Bench Graft,Prune North,Hardwood Cutting,Prune South,Dark Purple,14350,Prune,,,Bench Graft | Prune North | Hardwood Cutting | Prune South | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO196,Field Planting - 40mm,Prune | Denny Prune | Krymsk® 86 | Field Tree |,Denny Prune,Krymsk® 86,Block #30 - Row #214,,27459,Field Tree,Bench Graft,Prune North,Hardwood Cutting,Prune South,Dark Purple,14350,Prune,,,Bench Graft | Prune North | Hardwood Cutting | Prune South | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO196,Field Planting - 40mm,Prune | Denny Prune | Krymsk® 86 | Field Tree |,Denny Prune,Krymsk® 86,Block #30 - Row #213,,27459,Field Tree,Bench Graft,Prune North,Hardwood Cutting,Prune South,Dark Purple,14350,Prune,,,Bench Graft | Prune North | Hardwood Cutting | Prune South | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO196,Field Planting - 40mm,Prune | Denny Prune | Krymsk® 86 | Field Tree |,Denny Prune,Krymsk® 86,Block #30 - Row #212,,27459,Field Tree,Bench Graft,Prune North,Hardwood Cutting,Prune South,Dark Purple,14350,Prune,,,Bench Graft | Prune North | Hardwood Cutting | Prune South | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO196,Field Planting - 40mm,Prune | Denny Prune | Krymsk® 86 | Field Tree |,Denny Prune,Krymsk® 86,Block #30 - Row #217,,27459,Field Tree,Bench Graft,Prune North,Hardwood Cutting,Prune South,Dark Purple,14350,Prune,,,Bench Graft | Prune North | Hardwood Cutting | Prune South | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO196,Field Planting - 40mm,Prune | Denny Prune | Krymsk® 86 | Field Tree |,Denny Prune,Krymsk® 86,Block #30 - Row #216,,27459,Field Tree,Bench Graft,Prune North,Hardwood Cutting,Prune South,Dark Purple,14350,Prune,,,Bench Graft | Prune North | Hardwood Cutting | Prune South | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO196,Field Planting - 40mm,Prune | Denny Prune | Krymsk® 86 | Field Tree |,Denny Prune,Krymsk® 86,Block #30 - Row #215,,27459,Field Tree,Bench Graft,Prune North,Hardwood Cutting,Prune South,Dark Purple,14350,Prune,,,Bench Graft | Prune North | Hardwood Cutting | Prune South | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO196,Field Planting - 40mm,Prune | Denny Prune | Krymsk® 86 | Field Tree |,Denny Prune,Krymsk® 86,Block #30 - Row #220,,27459,Field Tree,Bench Graft,Prune North,Hardwood Cutting,Prune South,Dark Purple,14350,Prune,,,Bench Graft | Prune North | Hardwood Cutting | Prune South | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1729,Initiation - 20mm,Pistachio Rootstock | | Platinum Pistachio Rootstock | 20mm 144 |,,Platinum Pistachio Rootstock,- None -,,23688,20mm 144,,,TC,SG Micropropagation,,14400,Pistachio Rootstock,,,| | TC | SG Micropropagation,100,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1132,Initiation - 20mm,Fruit and Nut Rootstock | | Controller 6™ | 20mm 144 |,,Controller 6™,- None -,,23257,20mm 144,,,TC,SG Micropropagation,,14400,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,100,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1176,Initiation - 20mm,Cherry Rootstock | | Maxma® 14 | 20mm 144 |,,Maxma® 14,- None -,,23576,20mm 144,,,TC,SG Micropropagation,,14400,Cherry Rootstock,,,| | TC | SG Micropropagation,100,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4807,Sorting - 40mm,Cherry Rootstock | | Mahaleb | 40mm 34 |,,Mahaleb,Greenhouse #02,,23570,40mm 34,,,Seed,Foundation Plant Services,,14450,Cherry Rootstock,,,| | Seed | Foundation Plant Services,425,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1621,Potting Up - 40mm,Fruit and Nut Rootstock | | SG1® Titan | 40mm 50 |,,SG1® Titan,Greenhouse #02,,23799,40mm 50,,,TC,SG Micropropagation,,14688,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,293.76,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO866,Potting Up - 40mm,Fruit and Nut Rootstock | | SG1® Titan | 40mm 50 |,,SG1® Titan,Greenhouse #02,,23799,40mm 50,,,TC,SG Micropropagation,,14688,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,293.76,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3771,Sorting - 80mm,"Cherry | Blackpearl® ""NY 8139"" | Krymsk® 5 | 80mm 15 |","Blackpearl® ""NY 8139""",Krymsk® 5,High Tunnels #05-B,,24966,80mm 15,Bench Graft,Block #23,Hardwood Cutting,Prune South,Dark Purple,14865,Cherry,,,Bench Graft | Block #23 | Hardwood Cutting | Prune South,991,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1501,Initiation - 20mm,Cherry Rootstock | | Mahaleb | 20mm 144 |,,Mahaleb,Acclimation #35,,23569,20mm 144,,,Seed,Foundation Plant Services,,14904,Cherry Rootstock,,,| | Seed | Foundation Plant Services,103.5,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO467,Potting Up - 40mm,Fruit and Nut Rootstock | | Viking | 40mm 50 |,,Viking,Greenhouse #02,,23847,40mm 50,,,TC,SG Micropropagation,,14976,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,299.52,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO597,Propagation Material Processing - Bud,Cherry | Cheery Treat™ | | |,Cheery Treat™,,Cold Storage,,34835,- None -,Dormant Budwood,Block #23,,,Apple Green,15000,Cherry,,,Dormant Budwood | Block #23 | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5328,Pre-Ship Sorting - 80mm,Walnut Rootstock | | Clonal VX211 | 80mm 15 | Pre-ship,,Clonal VX211,- None -,,12985,80mm 15,,,,,,15000,Walnut Rootstock,,USPP# 21179,2026,1000,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5156,Pre-Ship Sorting - 40mm,Cherry Rootstock | | Krymsk® 5 | 40mm 50 | Pre-ship,,Krymsk® 5,- None -,,13148,40mm 50,,,,,,15000,Cherry Rootstock,,,2026,300,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4785,Propagation Material Processing - Bud,Almond | Lorraine 1.1 | | |,Lorraine 1.1,,Cold Box #01,,45186,- None -,Green Budwood,SGN Nursery,,,Red,15000,Almond,,,Green Budwood | SGN Nursery | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4117,Budding - 100mm,Almond | Earlybird® | Bright's Hybrid® 5 | 100mm 8 |,Earlybird®,Bright's Hybrid® 5,High Tunnels #06-C,,25370,100mm 8,Dormant Budwood,Block #23,TC,SG Micropropagation,Tan,15000,Almond,,USPP# 18782,Dormant Budwood | Block #23 | TC | SG Micropropagation,1875,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3960,Budding - 40mm,Almond | Monterey | Hansen 536 | 40mm 50 |,Monterey,Hansen 536,FourBays #04,,26195,40mm 50,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,Lime,15000,Almond,,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,300,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO536,Propagation Material Processing - Bud,Plum | Satsuma | | |,Satsuma,,Cold Storage,,26782,- None -,Dormant Budwood,Prune North,,,Lime,15000,Plum,,,Dormant Budwood | Prune North | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4788,Budding - 100mm,Almond | Lorraine 1.1 | SG1® Titan | 100mm 8 |,Lorraine 1.1,SG1® Titan,High Tunnels #06-C,,45189,100mm 8,Green Budwood,"Ohalo Genetics, Inc.",TC,SG Micropropagation,Red,15000,Almond,,,"Green Budwood | Ohalo Genetics, Inc. | TC | SG Micropropagation",1875,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4786,Propagation Material Processing - Bud,Almond | Tupper 4.1 | | |,Tupper 4.1,,Cold Box #01,,45194,- None -,Green Budwood,SGN Nursery,,,Orange,15000,Almond,,,Green Budwood | SGN Nursery | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3961,Budding - 40mm,Almond | Nonpareil | Hansen 536 | 40mm 50 |,Nonpareil,Hansen 536,FourBays #04,,26270,40mm 50,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,Hot Pink,15000,Almond,,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,300,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3980,Sorting - 40mm,Almond | Aldrich | Krymsk® 86 | 40mm 50 |,Aldrich,Krymsk® 86,FourBays #02,,24796,40mm 50,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,Dark Purple,15000,Almond,,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,300,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2417,Potting Up - 100mm,Fruit and Nut Rootstock | | Magnus™ | 100mm 8 |,,Magnus™,High Tunnels #06-C,,23561,100mm 8,,,TC,SG Micropropagation,,15000,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,1875,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO572,Propagation Material Processing - Bud,Cherry | Royal Hazel (USPP #19920) | | |,Royal Hazel (USPP #19920),,Cold Storage,,26687,- None -,Dormant Budwood,Block #17,,,Gold,15000,Cherry,,,Dormant Budwood | Block #17 | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4626,Potting Up - 100mm,Fruit and Nut Rootstock | | Krymsk® 86 | 100mm 8 |,,Krymsk® 86,Shadehouse #04-W,,23530,100mm 8,,,TC,SG Micropropagation,,15000,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,1875,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4771,Budding - 100mm,Almond | Nonpareil | Krymsk® 86 | 100mm 8 |,Nonpareil,Krymsk® 86,Shadehouse #04-W,,26272,100mm 8,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,White,15000,Almond,,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,1875,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4789,Budding - 100mm,Almond | Tupper 4.1 | SG1® Titan | 100mm 8 |,Tupper 4.1,SG1® Titan,High Tunnel #06,,45197,100mm 8,Green Budwood,"Ohalo Genetics, Inc.",TC,SG Micropropagation,Orange,15000,Almond,,,"Green Budwood | Ohalo Genetics, Inc. | TC | SG Micropropagation",1875,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4784,Propagation Material Processing - Bud,Almond | Chloe 8.2 | | |,Chloe 8.2,,Cold Box #01,,45178,- None -,Green Budwood,SGN Nursery,,,Mint,15000,Almond,,,Green Budwood | SGN Nursery | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4115,Budding - 100mm,Almond | Butte | SG1® Titan | 100mm 8 |,Butte,SG1® Titan,High Tunnel #06,,25075,100mm 8,Dormant Budwood,Prune North,TC,SG Micropropagation,Apple Green,15000,Almond,,,Dormant Budwood | Prune North | TC | SG Micropropagation,1875,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4115,Budding - 100mm,Almond | Butte | SG1® Titan | 100mm 8 |,Butte,SG1® Titan,High Tunnels #06-B,,25075,100mm 8,Dormant Budwood,Prune North,TC,SG Micropropagation,Apple Green,15000,Almond,,,Dormant Budwood | Prune North | TC | SG Micropropagation,1875,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2417,Potting Up - 100mm,Fruit and Nut Rootstock | | Magnus™ | 100mm 8 |,,Magnus™,High Tunnels #06-D,,23561,100mm 8,,,TC,SG Micropropagation,,15000,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,1875,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1537,Initiation - 80mm,"Cherry | Blackpearl® ""NY 8139"" | Krymsk® 5 | 80mm 15 |","Blackpearl® ""NY 8139""",Krymsk® 5,High Tunnels #05-C,,24966,80mm 15,Bench Graft,Block #23,Hardwood Cutting,Prune South,Dark Purple,15000,Cherry,,,Bench Graft | Block #23 | Hardwood Cutting | Prune South,1000,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1050,Propagation Material Processing - Bud,Cherry | Tulare Cherry | | |,Tulare Cherry,,Cold Storage,,27186,- None -,Dormant Budwood,Block #16,,,Dark Green,15000,Cherry,,,Dormant Budwood | Block #16 | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO453,Grafting,Cherry | Coral Champagne | Krymsk® 5 | 40mm 50 |,Coral Champagne,Krymsk® 5,FourBays #01,,25195,40mm 50,Bench Graft,Prune North,Hardwood Cutting,Prune South,Pink,15000,Cherry,,,Bench Graft | Prune North | Hardwood Cutting | Prune South,300,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2417,Potting Up - 100mm,Fruit and Nut Rootstock | | Magnus™ | 100mm 8 |,,Magnus™,High Tunnels #06-A,,23561,100mm 8,,,TC,SG Micropropagation,,15000,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,1875,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1537,Initiation - 80mm,"Cherry | Blackpearl® ""NY 8139"" | Krymsk® 5 | 80mm 15 |","Blackpearl® ""NY 8139""",Krymsk® 5,High Tunnels #05-D,,24966,80mm 15,Bench Graft,Block #23,Hardwood Cutting,Prune South,Dark Purple,15000,Cherry,,,Bench Graft | Block #23 | Hardwood Cutting | Prune South,1000,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4115,Budding - 100mm,Almond | Butte | SG1® Titan | 100mm 8 |,Butte,SG1® Titan,High Tunnels #06-C,,25075,100mm 8,Dormant Budwood,Prune North,TC,SG Micropropagation,Apple Green,15000,Almond,,,Dormant Budwood | Prune North | TC | SG Micropropagation,1875,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO541,Propagation Material Processing - Bud,Cherry | 14C-344 | | |,14C-344,,Cold Storage,,24204,- None -,Dormant Budwood,Block #23,,,Lavender,15000,Cherry,,,Dormant Budwood | Block #23 | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO510,Propagation Material Processing - Bud,Apricot | Katy | | |,Katy,,Cold Storage,,25994,- None -,Dormant Budwood,Prune North,,,Orange,15000,Apricot,,,Dormant Budwood | Prune North | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO450,Grafting,"Cherry | Blackpearl® ""NY 8139"" | Krymsk® 5 | |","Blackpearl® ""NY 8139""",Krymsk® 5,Cold Storage,,24962,- None -,Bench Graft,Block #23,Hardwood Cutting,Prune South,Dark Purple,15000,Cherry,,,Bench Graft | Block #23 | Hardwood Cutting | Prune South,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2393,Sorting - 40mm,Cherry | Coral Champagne | Krymsk® 5 | 40mm 50 |,Coral Champagne,Krymsk® 5,FourBays #01,,25195,40mm 50,Bench Graft,Prune North,Hardwood Cutting,Prune South,Pink,15000,Cherry,,,Bench Graft | Prune North | Hardwood Cutting | Prune South,300,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1537,Initiation - 80mm,"Cherry | Blackpearl® ""NY 8139"" | Krymsk® 5 | 80mm 15 |","Blackpearl® ""NY 8139""",Krymsk® 5,High Tunnels #05-B,,24966,80mm 15,Bench Graft,Block #23,Hardwood Cutting,Prune South,Dark Purple,15000,Cherry,,,Bench Graft | Block #23 | Hardwood Cutting | Prune South,1000,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1537,Initiation - 80mm,"Cherry | Blackpearl® ""NY 8139"" | Krymsk® 5 | 80mm 15 |","Blackpearl® ""NY 8139""",Krymsk® 5,High Tunnels #05-A,,24966,80mm 15,Bench Graft,Block #23,Hardwood Cutting,Prune South,Dark Purple,15000,Cherry,,,Bench Graft | Block #23 | Hardwood Cutting | Prune South,1000,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1167,Propagation Material Processing - Bud,"Cherry | Ebonypearl® ""NY 32"" | | |","Ebonypearl® ""NY 32""",,Cold Storage,,25403,- None -,Dormant Budwood,Prune North,,,Gold,15000,Cherry,,,Dormant Budwood | Prune North | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO534,Propagation Material Processing - Bud,Plum | Mariposa | | |,Mariposa,,Cold Storage,,26148,- None -,Dormant Budwood,Prune North,,,Apple Green,15000,Plum,,,Dormant Budwood | Prune North | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO535,Propagation Material Processing - Bud,Plum | Santa Rosa | | |,Santa Rosa,,Cold Storage,,26740,- None -,Dormant Budwood,Prune North,,,Blue,15000,Plum,,,Dormant Budwood | Prune North | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5535,Budding - 100mm,Almond | Earlybird® | SG1® Titan | 100mm 8 |,Earlybird®,SG1® Titan,Shadehouse #03-W,,25390,100mm 8,Dormant Budwood,Block #28,TC,SG Micropropagation,Pink,15000,Almond,,,Dormant Budwood | Block #28 | TC | SG Micropropagation,1875,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4787,Budding - 100mm,Almond | Chloe 8.2 | SG1® Titan | 100mm 8 |,Chloe 8.2,SG1® Titan,High Tunnel #06,,45181,100mm 8,Green Budwood,"Ohalo Genetics, Inc.",TC,SG Micropropagation,Mint,15000,Almond,,,"Green Budwood | Ohalo Genetics, Inc. | TC | SG Micropropagation",1875,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2417,Potting Up - 100mm,Fruit and Nut Rootstock | | Magnus™ | 100mm 8 |,,Magnus™,High Tunnels #06-B,,23561,100mm 8,,,TC,SG Micropropagation,,15000,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,1875,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1893,Budding - 40mm,Almond | Aldrich | Krymsk® 86 | 40mm 50 |,Aldrich,Krymsk® 86,FourBays #02,,24796,40mm 50,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,Dark Purple,15000,Almond,,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,300,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO952,Propagation Material Processing - Bud,Plum | Santa Rosa | | |,Santa Rosa,,Cold Storage,,26740,- None -,Dormant Budwood,Josh Puckett,,,Blue,15000,Plum,,,Dormant Budwood | Josh Puckett | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO560,Propagation Material Processing - Bud,"Cherry | Ebonypearl® ""NY 32"" | | |","Ebonypearl® ""NY 32""",,Cold Storage,,25403,- None -,Dormant Budwood,Block #23,,,Gold,15000,Cherry,,,Dormant Budwood | Block #23 | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4115,Budding - 100mm,Almond | Butte | SG1® Titan | 100mm 8 |,Butte,SG1® Titan,High Tunnels #06-A,,25075,100mm 8,Dormant Budwood,Prune North,TC,SG Micropropagation,Apple Green,15000,Almond,,,Dormant Budwood | Prune North | TC | SG Micropropagation,1875,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO492,Propagation Material Processing - Bud,Almond | Carmel (O.S.) | | |,Carmel (O.S.),,Cold Storage,,25094,- None -,Dormant Budwood,Hock Farm S,,,Turquoise,15000,Almond,,,Dormant Budwood | Hock Farm S | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO570,Propagation Material Processing - Bud,Cherry | Royal Rainier | | |,Royal Rainier,,Cold Storage,,26709,- None -,Dormant Budwood,Block #17,,,Tan,15000,Cherry,,,Dormant Budwood | Block #17 | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO566,Propagation Material Processing - Bud,Cherry | Montmorency | | |,Montmorency,,Cold Storage,,26216,- None -,Dormant Budwood,Prune North,,,Apple Green,15000,Cherry,,,Dormant Budwood | Prune North | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO512,Propagation Material Processing - Bud,Apricot | Royal Blenheim | | |,Royal Blenheim,,Cold Storage,,26676,- None -,Dormant Budwood,Prune North,,,Dark Blue,15000,Apricot,,,Dormant Budwood | Prune North | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO366,Pre-Ship Sorting - 100mm,Almond | Nonpareil | SG1® Titan | 100mm 8 | Pre-ship,Nonpareil,SG1® Titan,Shadehouse #03-E,,14816,100mm 8,Dormant Budwood,Prune North,TC,SG Micropropagation,Tan,15088,Almond,,,2026,1886,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2729,Initiation - 35mm,Pistachio Rootstock | | Platinum Pistachio Rootstock | 35mm 72 |,,Platinum Pistachio Rootstock,Acc Grow Room,,40563,35mm 72,,,TC,SG Micropropagation,,15120,Pistachio Rootstock,,,| | TC | SG Micropropagation,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO673,Initiation - 20mm,Pistachio Rootstock | | Platinum Pistachio Rootstock | 20mm 144 |,,Platinum Pistachio Rootstock,- None -,,23688,20mm 144,,,TC,SG Micropropagation,,15120,Pistachio Rootstock,,,| | TC | SG Micropropagation,105,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO672,Initiation - 20mm,Pistachio Rootstock | | Yankee™ | 20mm 144 |,,Yankee™,- None -,,23873,20mm 144,,,TC,SG Micropropagation,,15120,Pistachio Rootstock,,,| | TC | SG Micropropagation,105,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3707,Sorting - 40mm,Cherry Rootstock | | Colt | 40mm 34 |,,Colt,Greenhouse #02,,23246,40mm 34,,,TC,SG Micropropagation,,15250,Cherry Rootstock,,,| | TC | SG Micropropagation,448.53,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3844,Sorting - 40mm,Fruit and Nut Rootstock | | Viking | 40mm 34 |,,Viking,Greenhouse #02,,23846,40mm 34,,,TC,SG Micropropagation,,15300,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,450,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4141,Budding - 120mm,Pistachio | Golden Hills | Yankee™ | 120mm 6 |,Golden Hills,Yankee™,Can Yard #02-A,,25834,120mm 6,Dormant Budwood,Bullseye Farms,TC,SG Micropropagation,Turquoise,15789,Pistachio,USPP# 17158,,Dormant Budwood | Bullseye Farms | TC | SG Micropropagation,2631.5,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
