Work Order,Activity Code,Name,Scion,Rootstock,Bin Number,Piece Row Position,Internal ID,Tray Type,Scion Material Type,Budwood Source,Rootstock Material Type,Rootstock Source,Label Color,Quantity,Crop,Scion Patent,Rootstock Patent,Lot Number,Labels Needed,Scion Label Color,Rootstock Label Color,Last Updated,SCRIPT_VERSION
WO1447,Initiation - 20mm,Fruit and Nut Rootstock | | Controller 6™ | 20mm 144 |,,Controller 6™,- None -,,23257,20mm 144,,,TC,SG Micropropagation,,15840,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,110,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4326,Initiation - 20mm,Pear Rootstock | | OHxF-97 | 20mm 144 |,,OHxF-97,- None -,,23668,20mm 144,,,TC,SG Micropropagation,,15840,Pear Rootstock,,,| | TC | SG Micropropagation,110,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2103,Initiation - 20mm,Pistachio Rootstock | | Platinum Pistachio Rootstock | 20mm 144 |,,Platinum Pistachio Rootstock,Acclimation #07,,23688,20mm 144,,,TC,SG Micropropagation,,15840,Pistachio Rootstock,,,| | TC | SG Micropropagation,110,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2596,Sorting - 20mm,Fruit and Nut Rootstock | | Bright's Hybrid® 5 | 20mm 144 |,,Bright's Hybrid® 5,Acclimation #36,,23188,20mm 144,,,TC,SG Micropropagation,,15984,Fruit and Nut Rootstock,,USPP# 18782,| | TC | SG Micropropagation,111,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2597,Potting Up - 40mm,Fruit and Nut Rootstock | | Bright's Hybrid® 5 | 40mm 50 |,,Bright's Hybrid® 5,Greenhouse #02,,23190,40mm 50,,,TC,SG Micropropagation,,15984,Fruit and Nut Rootstock,,USPP# 18782,| | TC | SG Micropropagation,319.68,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO718,Propagation Material Processing - Bud,Pear | HW624 | | |,HW624,,Cold Storage,,25887,- None -,Dormant Budwood,Block #19,,,Blue,16000,Pear,,,Dormant Budwood | Block #19 | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4036,Sorting - 40mm,Almond | Yorizane | Viking | 40mm 50 |,Yorizane,Viking,FourBays #04,,27297,40mm 50,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,Lilac,16000,Almond,,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,320,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2406,Propagation Material Processing - Bud,Plum | Castleton | | |,Castleton,,Cold Storage,,36956,- None -,Dormant Budwood,Van Timmeran Grafting,,,Apple Green,16000,Plum,,,Dormant Budwood | Van Timmeran Grafting | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3373,Budding - 40mm,Almond | Yorizane | Viking | 40mm 50 |,Yorizane,Viking,FourBays #04,,27297,40mm 50,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,Lilac,16000,Almond,,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,320,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO225,Sorting - 35mm,Olive | SG Arbosana | | 35mm 72 |,SG Arbosana,,Acclimation #35,,28785,35mm 72,,,Softwood Cutting,Block #23,Brown,16170,Olive,,,| | Softwood Cutting | Block #23,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO41,Sorting - 100mm,Almond | Earlybird® | Hansen 536 | 100mm 8 | Pre-ship,Earlybird®,Hansen 536,High Tunnels #06-D,,14273,100mm 8,,,,,White,16193,Almond,,,2026,2024.13,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO41,Sorting - 100mm,Almond | Earlybird® | Hansen 536 | 100mm 8 | Pre-ship,Earlybird®,Hansen 536,Shadehouse #04-W,,14273,100mm 8,,,,,White,16193,Almond,,,2026,2024.13,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO41,Sorting - 100mm,Almond | Earlybird® | Hansen 536 | 100mm 8 | Pre-ship,Earlybird®,Hansen 536,Shadehouse #04-E,,14273,100mm 8,,,,,White,16193,Almond,,,2026,2024.13,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO326,Pre-Ship Sorting - 100mm,Almond | Monterey | SG1® Titan | 100mm 8 | Pre-ship,Monterey,SG1® Titan,Shadehouse #03-E,,14786,100mm 8,,,,,Orange,16237,Almond,,,2026,2029.63,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO326,Pre-Ship Sorting - 100mm,Almond | Monterey | SG1® Titan | 100mm 8 | Pre-ship,Monterey,SG1® Titan,Shadehouse #03-W,,14786,100mm 8,,,,,Orange,16237,Almond,,,2026,2029.63,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2908,Sorting - 120mm,Pistachio Rootstock | | Yankee™ | 120mm 6 |,,Yankee™,Can Yard #02,,23872,120mm 6,,,TC,SG Micropropagation,,16242,Pistachio Rootstock,,,| | TC | SG Micropropagation,2707,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1535,Sorting - 20mm,Cherry Rootstock | | Colt | 20mm 144 |,,Colt,Acclimation #33,,23245,20mm 144,,,TC,SG Micropropagation,,16272,Cherry Rootstock,,,| | TC | SG Micropropagation,113,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO414,Sorting - 35mm,Olive | SG Arbosana | | 35mm 72 |,SG Arbosana,,Acclimation #37,,28785,35mm 72,,,Softwood Cutting,Block #23,Brown,16488,Olive,,,| | Softwood Cutting | Block #23,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO396,Potting Up - 80mm,Olive | SG Arbosana | | 80mm 15 |,SG Arbosana,,Greenhouse #02,,26814,80mm 15,,,Softwood Cutting,Block #23,Brown,16488,Olive,,,| | Softwood Cutting | Block #23,1099.2,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2965,Budding - 80mm,Cherry | Royal Hazel (USPP #19920) | Krymsk® 5 | 80mm 15 |,Royal Hazel (USPP #19920),Krymsk® 5,High Tunnel #05,,32992,80mm 15,Dormant Budwood,Block #16,TC,SG Micropropagation,Brown,16500,Cherry,,,Dormant Budwood | Block #16 | TC | SG Micropropagation,1100,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO528,Propagation Material Processing - Bud,Peach (Freestone) | Newhaven | | |,Newhaven,,Cold Storage,,26252,- None -,Dormant Budwood,Prune North,,,Dark Purple,16500,Peach (Freestone),,,Dormant Budwood | Prune North | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO726,Propagation Material Processing - Bud,Apple | Mutsu | | |,Mutsu,,Cold Storage,,26230,- None -,Dormant Budwood,Block #19,,,Grey,16500,Apple,,,Dormant Budwood | Block #19 | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO224,Sorting - 35mm,Olive | SG Arbosana | | 35mm 72 |,SG Arbosana,,Acclimation #33,,28785,35mm 72,,,Softwood Cutting,Block #23,Brown,16632,Olive,,,| | Softwood Cutting | Block #23,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1208,Potting Up - 100mm,Fruit and Nut Rootstock | | Bright's Hybrid® 5 | 100mm 8 |,,Bright's Hybrid® 5,High Tunnels #06-A,,23187,100mm 8,,,TC,SG Micropropagation,,16644,Fruit and Nut Rootstock,,USPP# 18782,| | TC | SG Micropropagation,2080.5,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1208,Potting Up - 100mm,Fruit and Nut Rootstock | | Bright's Hybrid® 5 | 100mm 8 |,,Bright's Hybrid® 5,High Tunnels #06-B,,23187,100mm 8,,,TC,SG Micropropagation,,16644,Fruit and Nut Rootstock,,USPP# 18782,| | TC | SG Micropropagation,2080.5,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO171,Potting Up - 40mm,Fruit and Nut Rootstock | | SG1® Titan | 40mm 50 |,,SG1® Titan,Greenhouse #02,,23799,40mm 50,,,TC,SG Micropropagation,,16704,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,334.08,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2888,Initiation - 20mm,Cherry Rootstock | | Gisela® 6 | 20mm 144 |,,Gisela® 6,- None -,,23464,20mm 144,,,TC,SG Micropropagation,,16850,Cherry Rootstock,,,| | TC | SG Micropropagation,117.01,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4821,Sorting - 80mm,Olive | Koroneiki Olive | | 80mm 15 |,Koroneiki Olive,,Greenhouse #02,,26037,80mm 15,,,Softwood Cutting,Block #23,Red,16950,Olive,,,| | Softwood Cutting | Block #23,1130,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO663,Sorting - 20mm,Olive | SG Arbosana | | 20mm 144 |,SG Arbosana,,Acclimation #04,,26810,20mm 144,,,TC,SG Micropropagation,Brown,16992,Olive,,,| | TC | SG Micropropagation,118,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5193,Pre-Ship Sorting - 100mm,Prune | Denny Prune | Krymsk® 86 | 100mm 8 | Pre-ship,Denny Prune,Krymsk® 86,- None -,,14220,100mm 8,,,,,Dark Purple,17000,Prune,,,2026,2125,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4678,Field Planting - 80mm,"Cherry | Blackpearl® ""NY 8139"" | Colt | Field Tree |","Blackpearl® ""NY 8139""",Colt,Block #30 - Row #182,,27390,Field Tree,Dormant Budwood,Block #23,TC,SG Micropropagation,Hot Pink,17100,Cherry,,,Dormant Budwood | Block #23 | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4678,Field Planting - 80mm,"Cherry | Blackpearl® ""NY 8139"" | Colt | Field Tree |","Blackpearl® ""NY 8139""",Colt,Block #30 - Row #179,,27390,Field Tree,Dormant Budwood,Block #23,TC,SG Micropropagation,Hot Pink,17100,Cherry,,,Dormant Budwood | Block #23 | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4678,Field Planting - 80mm,"Cherry | Blackpearl® ""NY 8139"" | Colt | Field Tree |","Blackpearl® ""NY 8139""",Colt,Block #30 - Row #178,,27390,Field Tree,Dormant Budwood,Block #23,TC,SG Micropropagation,Hot Pink,17100,Cherry,,,Dormant Budwood | Block #23 | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4678,Field Planting - 80mm,"Cherry | Blackpearl® ""NY 8139"" | Colt | Field Tree |","Blackpearl® ""NY 8139""",Colt,Block #30 - Row #175,,27390,Field Tree,Dormant Budwood,Block #23,TC,SG Micropropagation,Hot Pink,17100,Cherry,,,Dormant Budwood | Block #23 | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4678,Field Planting - 80mm,"Cherry | Blackpearl® ""NY 8139"" | Colt | Field Tree |","Blackpearl® ""NY 8139""",Colt,Block #30 - Row #176,,27390,Field Tree,Dormant Budwood,Block #23,TC,SG Micropropagation,Hot Pink,17100,Cherry,,,Dormant Budwood | Block #23 | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4678,Field Planting - 80mm,"Cherry | Blackpearl® ""NY 8139"" | Colt | Field Tree |","Blackpearl® ""NY 8139""",Colt,Block #30 - Row #180,,27390,Field Tree,Dormant Budwood,Block #23,TC,SG Micropropagation,Hot Pink,17100,Cherry,,,Dormant Budwood | Block #23 | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4678,Field Planting - 80mm,"Cherry | Blackpearl® ""NY 8139"" | Colt | Field Tree |","Blackpearl® ""NY 8139""",Colt,Block #30 - Row #183,,27390,Field Tree,Dormant Budwood,Block #23,TC,SG Micropropagation,Hot Pink,17100,Cherry,,,Dormant Budwood | Block #23 | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4678,Field Planting - 80mm,"Cherry | Blackpearl® ""NY 8139"" | Colt | Field Tree |","Blackpearl® ""NY 8139""",Colt,Block #30 - Row #181,,27390,Field Tree,Dormant Budwood,Block #23,TC,SG Micropropagation,Hot Pink,17100,Cherry,,,Dormant Budwood | Block #23 | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4678,Field Planting - 80mm,"Cherry | Blackpearl® ""NY 8139"" | Colt | Field Tree |","Blackpearl® ""NY 8139""",Colt,Block #30 - Row #177,,27390,Field Tree,Dormant Budwood,Block #23,TC,SG Micropropagation,Hot Pink,17100,Cherry,,,Dormant Budwood | Block #23 | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2834,Potting Up - 40mm,Fruit and Nut Rootstock | | Bright's Hybrid® 5 | 40mm 50 |,,Bright's Hybrid® 5,Greenhouse #02,,23190,40mm 50,,,TC,SG Micropropagation,,17136,Fruit and Nut Rootstock,,USPP# 18782,| | TC | SG Micropropagation,342.72,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2833,Sorting - 20mm,Fruit and Nut Rootstock | | Bright's Hybrid® 5 | 20mm 144 |,,Bright's Hybrid® 5,Acclimation #05,,23188,20mm 144,,,TC,SG Micropropagation,,17136,Fruit and Nut Rootstock,,USPP# 18782,| | TC | SG Micropropagation,119,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5005,Pre-Ship Sorting - 80mm,"Cherry | Blackpearl® ""NY 8139"" | Colt | 80mm 15 | Pre-Ship","Blackpearl® ""NY 8139""",Colt,High Tunnels #05-A,,31385,80mm 15,Dormant Budwood,Block #23,TC,SG Micropropagation,Hot Pink,17265,Cherry,,,2026,1151,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2885,Initiation - 20mm,Fruit and Nut Rootstock | | SG1® Titan | 20mm 144 |,,SG1® Titan,- None -,,23797,20mm 144,,,TC,SG Micropropagation,,17280,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,120,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO989,Initiation - 20mm,Cherry Rootstock | | Colt | 20mm 144 |,,Colt,- None -,,23245,20mm 144,,,TC,SG Micropropagation,,17280,Cherry Rootstock,,,| | TC | SG Micropropagation,120,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO226,Sorting - 35mm,Olive | SG Arbosana | | 35mm 72 |,SG Arbosana,,Acclimation #35,,28785,35mm 72,,,Softwood Cutting,Block #23,Brown,17424,Olive,,,| | Softwood Cutting | Block #23,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO226,Sorting - 35mm,Olive | SG Arbosana | | 35mm 72 |,SG Arbosana,,Acclimation #34,,28785,35mm 72,,,Softwood Cutting,Block #23,Brown,17424,Olive,,,| | Softwood Cutting | Block #23,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2175,Initiation - 40mm,Fruit and Nut Rootstock | | RSCH Rootstock | 40mm 50 |,,RSCH Rootstock,FourBays #06,,36084,40mm 50,,,,,,17450,Fruit and Nut Rootstock,,,|,349,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2353,Budding - 40mm,Almond | Monterey | Viking | 40mm 50 |,Monterey,Viking,FourBays #04,,26215,40mm 50,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,Dark Blue,17500,Almond,,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,350,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5531,Budding - 100mm,Almond | Padre | SG1® Titan | 100mm 8 |,Padre,SG1® Titan,Shadehouse #04-W,,26422,100mm 8,Dormant Budwood,Prune North,TC,SG Micropropagation,Gold,17500,Almond,,,Dormant Budwood | Prune North | TC | SG Micropropagation,2187.5,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO723,Propagation Material Processing - Bud,Pear | Gem | | |,Gem,,Cold Storage,,25739,- None -,Dormant Budwood,Block #26,,,Mint,17500,Pear,,,Dormant Budwood | Block #26 | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1883,Budding - 40mm,Almond | Earlybird® | Hansen 536 | 40mm 50 |,Earlybird®,Hansen 536,FourBays #04,,25376,40mm 50,Dormant Budwood,Block #28,Hardwood Cutting,Prune South,White,17500,Almond,,,Dormant Budwood | Block #28 | Hardwood Cutting | Prune South,350,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO720,Propagation Material Processing - Bud,Pear | Golden Russet Bosc® | | |,Golden Russet Bosc®,,Cold Storage,,25836,- None -,Dormant Budwood,Block #26,,,Gold,17500,Pear,,,Dormant Budwood | Block #26 | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO581,Propagation Material Processing - Bud,Cherry | Stella | | |,Stella,,Cold Storage,,26978,- None -,Dormant Budwood,Prune North,,,Fuchsia,17500,Cherry,,,Dormant Budwood | Prune North | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4031,Sorting - 40mm,Almond | Monterey | Viking | 40mm 50 |,Monterey,Viking,FourBays #04,,26215,40mm 50,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,Dark Blue,17500,Almond,,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,350,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4891,Potting Up - 100mm,Almond | Monterey | Viking | 100mm 8 |,Monterey,Viking,Shadehouse #04-W,,26213,100mm 8,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,Dark Blue,17500,Almond,,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,2187.5,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO717,Propagation Material Processing - Bud,Pear | Bartlett | | |,Bartlett,,Cold Storage,,24902,- None -,Dormant Budwood,Block #26,,,Tan,17500,Pear,,,Dormant Budwood | Block #26 | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4668,Sorting - 40mm,Almond | Earlybird® | Hansen 536 | 40mm 50 |,Earlybird®,Hansen 536,FourBays #04,,25376,40mm 50,Dormant Budwood,Block #28,Hardwood Cutting,Prune South,White,17500,Almond,,,Dormant Budwood | Block #28 | Hardwood Cutting | Prune South,350,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1440,Initiation - 40mm,Fruit and Nut Rootstock | | Magnus™ | 40mm 50 |,,Magnus™,FourBays #05,,23564,40mm 50,,,Hardwood Cutting,Prune South,,17600,Fruit and Nut Rootstock,,,| | Hardwood Cutting | Prune South,352,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1440,Initiation - 40mm,Fruit and Nut Rootstock | | Magnus™ | 40mm 50 |,,Magnus™,FourBays #06,,23564,40mm 50,,,Hardwood Cutting,Prune South,,17600,Fruit and Nut Rootstock,,,| | Hardwood Cutting | Prune South,352,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3924,Potting Up - 100mm,Almond | Nonpareil | Krymsk® 86 | 100mm 8 |,Nonpareil,Krymsk® 86,Shadehouse #04-E,,26272,100mm 8,Omega,Prune North,Hardwood Cutting,Prune South,White,17650,Almond,,,Omega | Prune North | Hardwood Cutting | Prune South,2206.25,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1806,Potting Up - 40mm,Cherry Rootstock | | Mahaleb | 40mm 50 |,,Mahaleb,Greenhouse #02,,23571,40mm 50,,,Seed,Foundation Plant Services,,17902,Cherry Rootstock,,,| | Seed | Foundation Plant Services,358.04,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1805,Sorting - 20mm,Cherry Rootstock | | Mahaleb | 20mm 144 |,,Mahaleb,Acclimation #32,,23569,20mm 144,,,Seed,Foundation Plant Services,,17902,Cherry Rootstock,,,| | Seed | Foundation Plant Services,124.32,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1805,Sorting - 20mm,Cherry Rootstock | | Mahaleb | 20mm 144 |,,Mahaleb,Acclimation #08,,23569,20mm 144,,,Seed,Foundation Plant Services,,17902,Cherry Rootstock,,,| | Seed | Foundation Plant Services,124.32,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1806,Potting Up - 40mm,Cherry Rootstock | | Mahaleb | 40mm 50 |,,Mahaleb,Acclimation #32,,23571,40mm 50,,,Seed,Foundation Plant Services,,17902,Cherry Rootstock,,,| | Seed | Foundation Plant Services,358.04,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1080,Potting Up - 80mm,Olive | SG Arbosana | | 80mm 15 |,SG Arbosana,,Greenhouse #02,,26814,80mm 15,,,Softwood Cutting,Block #23,Brown,17928,Olive,,,| | Softwood Cutting | Block #23,1195.2,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1662,Pre-Ship Sorting - 100mm,Almond | Nonpareil | SG1® Titan | 100mm 8 | Pre-ship,Nonpareil,SG1® Titan,Shadehouse #04-E,,14816,100mm 8,,,,,Tan,17984,Almond,,,,2248,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1662,Pre-Ship Sorting - 100mm,Almond | Nonpareil | SG1® Titan | 100mm 8 | Pre-ship,Nonpareil,SG1® Titan,High Tunnels #06-D,,14816,100mm 8,,,,,Tan,17984,Almond,,,,2248,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3947,Potting Up - 40mm,Fruit and Nut Rootstock | | SG1® Titan | 40mm 50 |,,SG1® Titan,Acclimation #36,,23799,40mm 50,,,TC,SG Micropropagation,,18000,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,360,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4363,Initiation - 20mm,Pear Rootstock | | OHxF-97 | 20mm 144 |,,OHxF-97,- None -,,23668,20mm 144,,,TC,SG Micropropagation,,18000,Pear Rootstock,,,| | TC | SG Micropropagation,125,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3946,Sorting - 20mm,Fruit and Nut Rootstock | | SG1® Titan | 20mm 144 |,,SG1® Titan,Acclimation #36,,23797,20mm 144,,,TC,SG Micropropagation,,18000,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,125,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1354,Potting Up - 80mm,Olive | SG Arbequina | | 80mm 15 |,SG Arbequina,,Greenhouse #02,,26808,80mm 15,,,Softwood Cutting,Block #23,Yellow,18000,Olive,,,| | Softwood Cutting | Block #23,1200,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1036,Initiation - 20mm,Fruit and Nut Rootstock | | Bright's Hybrid® 5 | 20mm 144 |,,Bright's Hybrid® 5,- None -,,23188,20mm 144,,,TC,SG Micropropagation,,18000,Fruit and Nut Rootstock,,USPP# 18782,| | TC | SG Micropropagation,125,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO525,Propagation Material Processing - Bud,Peach (Freestone) | Galaxy | | |,Galaxy,,Cold Storage,,25726,- None -,Dormant Budwood,Prune North,,,Apple Green,18000,Peach (Freestone),,,Dormant Budwood | Prune North | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
